timestamp,source,nombre,categoria,subcategoria,reason,suggested_category,suggested_subcategory,confidence
2026-06-01T22:38:43,scraper_lider,Crema Dove De Tratamiento Hidratación + Hialurónico,"Lacteos, Huevos y Congelados",Crema,higiene_fuera_de_higiene,Higiene Personal,Cuidado Facial,Alta
2026-06-01T22:38:47,scraper_lider,Zanahoria Jugo Bolsa 1 Kg,Frutas y Verduras,Frutas,bebida_fuera_de_bebidas,Bebidas,Jugos,Media
2026-06-01T22:38:49,scraper_lider,Bebida Isotónica Frutas Tropicales Botella 500 ml Gatorade,Frutas y Verduras,Frutas,mascota_fuera_de_mascotas,Mascotas,Alimento Gatos,Alta
2026-06-01T22:38:49,scraper_lider,Néctar Durazno Frutas+vitamin Lata 340 ml Del Valle,Frutas y Verduras,Frutas,bebida_fuera_de_bebidas,Bebidas,Jugos,Media
2026-06-01T22:38:49,scraper_lider,Bebida Isotónica Frutas Tropicales Botella 1 L Gatorade,Frutas y Verduras,Frutas,mascota_fuera_de_mascotas,Mascotas,Alimento Gatos,Alta
2026-06-01T22:38:49,scraper_lider,Bebida Isotónica Frutas Tropicales Botella 750 ml Gatorade,Frutas y Verduras,Frutas,mascota_fuera_de_mascotas,Mascotas,Alimento Gatos,Alta
2026-06-01T22:38:49,scraper_lider,"Alimento Para Perros Cachorro Raza Mediana Seco Carne, Pollo, Frutas Y Leche 12 kg Dog Chow",Frutas y Verduras,Frutas,mascota_fuera_de_mascotas,Mascotas,Alimento Perros,Alta
2026-06-01T22:38:50,scraper_lider,Jugo De Naranja Fruta Natural 300 ml Lider,Frutas y Verduras,Frutas,bebida_fuera_de_bebidas,Bebidas,Jugos,Media
2026-06-01T22:38:50,scraper_lider,Bebida Hidratante Frutos Tropicales Botella 1 L Ironade,Frutas y Verduras,Frutas,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:50,scraper_lider,Agua Saborizada Frutos Rojos Botella 1.5 L Benedictino,Frutas y Verduras,Frutas,bebida_fuera_de_bebidas,Bebidas,Aguas,Media
2026-06-01T22:38:50,scraper_lider,Kombucha Fruta Prensada En Frío Manzana Y Jengibre 475 ml Dr Kombu,Frutas y Verduras,Frutas,bebida_fuera_de_bebidas,Bebidas,Jugos,Media
2026-06-01T22:38:50,scraper_lider,Desodorante Ambiental Aerosol Placer Floral Y Frutos Rojos Lata 360 cc Glade,Frutas y Verduras,Frutas,higiene_fuera_de_higiene,Higiene Personal,Desodorantes,Alta
2026-06-01T22:38:50,scraper_lider,Jugo 100% Fruta Pera Caja 190 ml Vivo,Frutas y Verduras,Frutas,bebida_fuera_de_bebidas,Bebidas,Jugos,Media
2026-06-01T22:38:50,scraper_lider,Desodorante Ambiental Aerosol Frutos Del Sur Gatillo Frasco 250 ml Arom,Frutas y Verduras,Frutas,higiene_fuera_de_higiene,Higiene Personal,Desodorantes,Alta
2026-06-01T22:38:50,scraper_lider,Desinfectante Aerosol Frutos Del Bosque Lata 360 ml Lysoform,Frutas y Verduras,Frutas,limpieza_fuera_de_limpieza,Limpieza,Limpiadores,Alta
2026-06-01T22:38:50,scraper_lider,Bebida Hidratante Frutos Rojos Botella 630 ml Suerox,Frutas y Verduras,Frutas,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:50,scraper_lider,Desodorante Ambiental Aerosol Placer Floral Y Frutos Rojos Lata 255 ml Glade,Frutas y Verduras,Frutas,higiene_fuera_de_higiene,Higiene Personal,Desodorantes,Alta
2026-06-01T22:38:50,scraper_lider,Bebida Energética Sabor Fruta Del Dragón Lata 250 ml Red Bull,Frutas y Verduras,Frutas,bebida_fuera_de_bebidas,Bebidas,Bebidas Energeticas,Media
2026-06-01T22:38:50,scraper_lider,Kombucha Fruta Prensada En Frío Mix Berries 475 ml Dr Kombu,Frutas y Verduras,Frutas,bebida_fuera_de_bebidas,Bebidas,Jugos,Media
2026-06-01T22:38:51,scraper_lider,Desodorante Ambiental Gel En Lata Frutos Silvestres Y Flor De Durazno 70 g Air Wick,Frutas y Verduras,Frutas,higiene_fuera_de_higiene,Higiene Personal,Desodorantes,Alta
2026-06-01T22:38:51,scraper_lider,Jugo Limón 100% Natural Botella 250 ml Traverso,Frutas y Verduras,Frutas,bebida_fuera_de_bebidas,Bebidas,Jugos,Media
