cantidad_productos,formatos,marcas,motivos,muestra_nombres,producto_base,productos_ids
2,0.22l;0.35l,coca-cola,formatos incompatibles,Pack 6 un. Bebida Coca-Cola Light 350 cc | Pack 6 un. Bebida Coca-Cola Light 220 cc,pack_6_un__bebida_coca_cola,20676;20750
13,0.31l;0.35l;0.5l;1.5l;1.75l;2l;3l,sin marca,formatos incompatibles; grupo demasiado grande,Bebida Canada Dry Ginger Ale 3 L | Bebida Canada Dry Ginger Ale 1.75 L | Bebida Canada Dry Ginger Ale Zero 1.5 L | Bebida Canada Dry Ginger Ale Light 1.5 L | Bebida Canada Dry Ginger Ale 1.5 L,bebida_canada_dry_ginger_ale_sin,20677;20709;20725;20768;20796;20812;21067;21068;21070;21071;21078;21140;21281
2,0.22l;0.35l,sin marca,formatos incompatibles,Pack 6 un. Bebida Sprite Sin Azúcar Lata 350 ml | Pack 6 un. Bebida Sprite Sin Azúcar 220 ml,pack_6_un__bebida_sprite_azucar,20684;20701
5,0.35l;0.591l;1.25l;1.45l;1.5l,sin marca,formatos incompatibles,Bebida Fanta Pomelo Sin Azúcar 1.25 L | Bebida Fanta Pomelo Sin Azúcar 1.5 L | Bebida Fanta Pomelo Sin Azúcar 591 ml | Bebida Fanta Pomelo Sin Azúcar 1.45 L | Bebida Fanta Pomelo Sin Azúcar 350 ml,bebida_fanta_pomelo_azucar_sin_marca,20685;20704;21220;21226;21325
2,2.5l;2l,sin marca,formatos incompatibles,Bebida Pap retornable 2.5 L + Envase | Bebida pap retornable 2 l + envase,bebida_pap_retornable_envase_sin_marca,20686;30575
2,2.5l;2l,sin marca,formatos incompatibles,Bebida Bilz retornable 2.5 L + Envase | Bebida bilz retornable 2 l + envase,bebida_bilz_retornable_envase_sin_marca,20697;30585
4,0.5l;0.75l;1l,sin marca,formatos incompatibles,Bebida Isotónica Gatorade Frutas Tropicales 1 L | Bebida Isotónica Gatorade Frutas Tropicales 500 cc | Bebida isotónica gatorade frutas tropicales 750 ml | Bebida isotónica gatorade frutas tropicales 500 ml,bebida_isotonica_gatorade_frutas_tropicales_sin,20707;20781;30656;30725
2,0.008kg;0.06kg,sin marca,formatos incompatibles,Bebida Isotónica Zuko Go! Light Blue 8 g | Bebida Isotónica Zuko Go! Blue 60 g,bebida_isotonica_zuko_go_blue_sin,20710;20815
8,0.6l;0.85l;1.1l,sin marca,formatos incompatibles,Bebida Isotónica Powerade Frozen Blast Zero 850 ml | Bebida Isotónica Powerade Frozen Blast 850 ml | Bebida Isotónica Powerade Frozen Blast Zero 1.1 L | Bebida Isotónica Powerade Zero Frozen Blast 600 cc | Bebida Isotónica Powerade Frozen Blast 1.1 L,bebida_isotonica_powerade_frozen_blast_sin,20715;20767;20818;20861;20864;20872;30609;30697
4,0.22l;0.25l;0.35l,sin marca,formatos incompatibles,Pack 6 un. Bebida Fanta Naranja Sin Azúcar 350 ml | Pack 6 un. Bebida Fanta Naranja 220 ml | Pack 6 un. Bebida Fanta Naranja 250 ml | Pack 6 un. Bebida Fanta Naranja 350 ml,pack_6_un__bebida_fanta_naranja,20719;20868;21104;21108
3,2l;3l,sin marca,formatos incompatibles,Bebida Sprite retornable 3 L + Envase | Bebida Sprite Zero retornable 2 L + Envase | Bebida sprite retornable 2 l + envase,bebida_sprite_retornable_envase_sin_marca,20722;20804;30651
5,0.5l;0.6l;0.85l;1.1l,sin marca,formatos incompatibles,Bebida Isotónica Powerade Naranja 850 ml | Bebida Isotónica Powerade Naranja 1.1 L | Bebida Isotónica Powerade Naranja 600 cc | Bebida Isotónica Powerade Naranja 500 ml | Bebida isotónica powerade naranja 1.1 l,bebida_isotonica_powerade_naranja_sin_marca,20726;20732;20834;21210;30626
2,0.473l;0.5l,sin marca,formatos incompatibles,Bebida Energética Score Gorilla Zero 473 cc | Bebida Energética Score Gorilla 500 cc,bebida_energetica_score_gorilla_sin_marca,20728;21262
2,0.22l;0.35l,sin marca,formatos incompatibles,Pack 6 un. Bebida Fanta Lata 350 cc | Pack 6 un. Bebida Fanta Lata 220 cc,pack_6_un__bebida_fanta_lata,20733;20740
2,0.22l;0.35l,sin marca,formatos incompatibles,Pack 6 un. Bebida Fanta Pomelo Lata 350 ml | Pack 6 un. Bebida Fanta Pomelo Lata 220 ml,pack_6_un__bebida_fanta_pomelo,20737;21241
2,2.5l;2l,sin marca,formatos incompatibles,Bebida Limón Soda retornable 2.5 L + Envase | Bebida limón soda retornable 2 l + envase,bebida_limon_soda_retornable_envase_sin,20738;30583
5,0.72l;1.5l;2.5l,sin marca,formatos incompatibles,Bebida Energética Mr. Big 720 cc | Bebida Energética Mr. Big 2.5 L | Bebida Energética Mr. Big Zero 1.5 L | Bebida Energética Mr. Big Zero 720 ml | Bebida Energética Mr. Big 1.5 L,bebida_energetica_mr__big_sin_marca,20745;20748;20895;20900;21202
2,0.35l;1.5l,sin marca,formatos incompatibles,Bebida Ginger Ale Schweppes 1.5 L | Bebida Ginger Ale Schweppes 350 ml,bebida_ginger_ale_schweppes_sin_marca,20755;21177
4,0.22l;0.25l;1.5l;1.75l,sin marca,formatos incompatibles,Bebida Fanta Pomelo 1.5 L | Bebida Fanta Pomelo 250 ml | Bebida Fanta Pomelo 220 ml | Bebida Fanta Pomelo 1.75 L,bebida_fanta_pomelo_sin_marca_general,20756;20853;21235;21273
7,0.5l;0.75l;1l,sin marca,formatos incompatibles,Bebida Isotónica Gatorade Naranja 1 L | Bebida Isotónica Gatorade Naranja 500 cc | Bebida Isotónica Gatorade Naranja Zero 1 L | Bebida Isotónica Gatorade Naranja Zero 500 ml | Bebida Isotónica Gatorade Naranja 750 cc,bebida_isotonica_gatorade_naranja_sin_marca,20758;20787;20813;21196;21296;30576;30618
5,0.5l;0.75l;1l,sin marca,formatos incompatibles,Bebida Isotónica Gatorade Cool Blue 750 ml | Bebida Isotónica Gatorade Cool Blue 500 cc | Bebida isotónica gatorade cool blue 1 l | Bebida isotónica gatorade cool blue 750 ml | Bebida isotónica gatorade cool blue 500 ml,bebida_isotonica_gatorade_cool_blue_sin,20760;20790;29559;30629;30724
4,0.25l;0.355l;0.473l,sin marca,formatos incompatibles,Bebida Energética Red Bull Zero 250 ml | Bebida Energética Red Bull 250 ml | Bebida Energética Red Bull 355 ml | Bebida Energética Red Bull 473 ml,bebida_energetica_red_bull_sin_marca,20764;20883;20919;20940
2,0.008kg;0.06kg,sin marca,formatos incompatibles,Bebida Isotónica Zuko Go! Light Naranja 8 g | Bebida Isotónica Zuko Go! Naranja 60 g,bebida_isotonica_zuko_go_naranja_sin,20766;20912
2,0.2l;1l,sin marca,formatos incompatibles,Bebida Vegetal Ades Soya Piña 1 L | Bebida Vegetal Ades Soya Piña 200 ml,bebida_vegetal_ades_soya_pina_sin,20770;21133
3,0.35l;0.6l;1.5l,sin marca,formatos incompatibles,Bebida Kem Xtreme 1.5 L | Bebida Kem Xtreme 350 ml | Bebida kem xtreme 600 ml,bebida_kem_xtreme_sin_marca_general,20771;21124;30606
4,0.6l;0.85l;1.1l,sin marca,formatos incompatibles,Bebida Isotónica Powerade Rojo 850 ml | Bebida Isotónica Powerade Rojo 1.1 L | Bebida Isotónica Powerade Rojo 600 ml | Bebida isotónica powerade rojo 1.1 l,bebida_isotonica_powerade_rojo_sin_marca,20783;20827;20828;30623
5,1.5l;2l;3l,sin marca,formatos incompatibles,Bebida Nordic Mist Ginger Ale 3 L | Bebida Nordic Mist Ginger Ale Zero 3 L | Bebida Nordic Mist Ginger Ale Zero 2 L | Bebida Nordic Mist Ginger Ale Zero 1.5 L | Bebida Nordic Mist Ginger Ale 1.5 L,bebida_nordic_mist_ginger_ale_sin,20784;20801;21280;21293;21300
3,0.6l;1.1l,sin marca,formatos incompatibles,Bebida Isotónica Powerade Uva Zero 1.1 L | Bebida Isotónica Powerade Zero Uva 600 cc | Bebida isotónica zero powerade uva 1.1 l,bebida_isotonica_powerade_uva_sin_marca,20791;20829;30671
3,2l;3l,coca cola,formatos incompatibles,Bebida Coca Cola retornable 3 L + Envase | Bebida Coca Cola retornable 2 L + Envase | Bebida coca cola retornable 2 l + envase,bebida_retornable_envase_coca_cola_general,20802;20823;30563
2,2l;3l,coca cola;coca-cola,marcas distintas; formatos incompatibles,Bebida Coca Cola sin Azúcar retornable 3 L + Envase | Bebida Coca-Cola sin azúcar retornable 2 L + Envase,bebida_sin_azucar_retornable_envase_coca,20809;20846
3,0.6l;1.1l,sin marca,formatos incompatibles,Bebida Isotónica Powerade Lima Limón Zero 1.1 L | Bebida Isotónica Powerade Zero Lima Limón 600 cc | Bebida isotónica zero powerade lima limón 1.1 l,bebida_isotonica_powerade_lima_limon_sin,20817;20825;30717
3,0.63l;1l,sin marca,formatos incompatibles,Bebida Isotónica Suerox Naranja 630 ml | Bebida Isotónica Suerox Naranja 1 L | Bebida isotónica suerox naranja 630 ml,bebida_isotonica_suerox_naranja_sin_marca,20873;20880;30624
2,0.63l;1l,sin marca,formatos incompatibles,Bebida Isotónica Suerox Arándano Pomelo 1 L | Bebida isotónica suerox arándano pomelo 630 ml,bebida_isotonica_suerox_arandano_pomelo_sin,20879;30608
3,0.25l;0.355l;0.473l,sin marca,formatos incompatibles,Bebida Energética Red Bull Sin Azúcar 250 ml | Bebida Energética Red Bull Sin Azúcar 355 ml | Bebida Energética Red Bull Sin Azúcar 473 ml,bebida_energetica_red_bull_azucar_sin,20892;20916;20922
2,0.22l;0.25l,sin marca,formatos incompatibles,Pack 6 un. Bebida Fanta 250 cc | Pack 6 un. Bebida Fanta Zero 220 cc,pack_6_un__bebida_fanta_sin,20899;21276
5,0.22l;0.31l;0.35l,sin marca,formatos incompatibles,Pack 6 un. Bebida Ginger Ale Sin Azúcar Schweppes Lata 310 cc | Pack 6 un. Bebida Ginger Ale Schweppes Lata 310 cc | Pack 6 un. Bebida Ginger Ale Zero 220 ml | Pack 6 un. Bebida Ginger Ale Schweppes Sin Azúcar 350 ml | Pack 6 un. Bebida Ginger Ale Schweppes 350 ml,pack_6_un__bebida_ginger_ale,20929;20942;21115;21193;21197
2,0.2l;1l,sin marca,formatos incompatibles,Bebida Vegetal Ades Soya Naranja 1 L | Bebida Vegetal Ades Soya Naranja 200 ml,bebida_vegetal_ades_soya_naranja_sin,20938;21081
2,0.2l;1l,sin marca,formatos incompatibles,Bebida Vegetal Ades Soya Manzana 1 L | Bebida Vegetal Ades Soya Manzana 200 ml,bebida_vegetal_ades_soya_manzana_sin,20939;21082
2,0.3l;1l,sin marca,formatos incompatibles,Bebida Aloe Vera Sappé Uva 1 L | Bebida Aloe Vera Sappé Uva 300 cc,bebida_aloe_vera_sappe_uva_sin,20941;20955
2,0.3l;1l,sin marca,formatos incompatibles,Bebida Aloe Vera Sappé Manzana 1 L | Bebida Aloe Vera Sappé Manzana 300 cc,bebida_aloe_vera_sappe_manzana_sin,20945;20956
2,0.22l;0.35l,sin marca,formatos incompatibles,Bebida Sprite Zero Lata 350 cc | Bebida Sprite Zero Lata 220 cc,bebida_sprite_lata_sin_marca_zero,20946;21126
2,0.31l;0.35l,sin marca,formatos incompatibles,Bebida Crush Lata 350 cc | Bebida Crush Lata 310 cc,bebida_crush_lata_sin_marca_general,20969;21161
5,0.22l;0.2l,sin marca,formatos incompatibles,Pack 4 un. Bebida Thomas Henry Gasificada Jengibre 200 cc | Pack 4 un. Bebida Thomas Henry Gasificada Flor Del Cerezo 200 cc | Pack 4 un. Bebida Thomas Henry Gasificada Sauco 200 cc | Pack 4 un. Bebida Thomas Henry Ginger Beer 200 ml | Pack 4 un. Bebida Thomas Henry Ginger Beer 220 cc,pack_4_un__bebida_thomas_henry,20999;21018;21141;21219;21304
3,0.2l;0.5l,sin marca,formatos incompatibles,Bebida Tónica Fever Tree Light 200 cc | Bebida Tónica Fever Tree 200 cc | Bebida Tónica Fever Tree Light 500 ml,bebida_tonica_fever_tree_sin_marca,21004;21010;21152
2,0.6l;1.5l,sin marca,formatos incompatibles,Bebida Té Verde Lipton Ice Mango 1.5 L | Bebida Té Verde Lipton Ice Mango 600 ml,bebida_te_verde_lipton_ice_mango,21035;21036
2,2l;3l,sin marca,formatos incompatibles,Bebida Fanta retornable 3 L + Envase | Bebida fanta zero retornable 2 l + envase,bebida_fanta_retornable_envase_sin_marca,21064;30728
2,1l,coca cola;coca-cola,marcas distintas,Bebida Coca-Cola Original 1 L | Bebida coca cola original 1 l,bebida_original_coca_cola_general_1l,21086;29513
2,0.31l;0.35l,sin marca,formatos incompatibles,Bebida Limón Soda Zero Lata 350 cc | Bebida Limón Soda Zero Lata 310 cc,bebida_limon_soda_lata_sin_marca,21118;21158
6,0.22l;0.355l;0.591l;1.5l;1.75l;2l,sin marca,formatos incompatibles,Bebida Fanta Piña 355 ml | Bebida Fanta Piña 2 L | Bebida Fanta Piña 1.75 L | Bebida Fanta Piña 591 ml | Bebida Fanta Piña 220 ml,bebida_fanta_pina_sin_marca_general,21142;21182;21186;21187;21238;21239
2,0.25l;0.5l,sin marca,formatos incompatibles,Pack 4 un. Bebida Energética Mr. Big Lata 500 ml | Pack 4 un. Bebida Energética Mr. Big Lata 250 cc,pack_4_un__bebida_energetica_mr_,21146;21147
4,0.591l;1.5l;1.75l;2l,sin marca,formatos incompatibles,Bebida Fanta Frutilla 2 L | Bebida Fanta Frutilla 1.75 L | Bebida Fanta Frutilla 591 ml | Bebida Fanta Frutilla 1.5 L,bebida_fanta_frutilla_sin_marca_general,21181;21183;21184;21234
2,0.22l;0.35l,sin marca,formatos incompatibles,Bebida Fanta Original Lata 220 ml | Bebida Fanta Original Lata 350 ml,bebida_fanta_original_lata_sin_marca,21270;21326
2,0.35l;0.473l,coca-cola,formatos incompatibles,Bebida Coca-Cola Original Lata 473 ml | Bebida Coca-Cola Original Lata 350 ml,bebida_original_lata_coca_cola_general,21272;21323
2,1l,coca cola;coca-cola,marcas distintas,Bebida Coca-Cola Light 1 L | Bebida coca cola light 1 l,bebida_coca_cola_light_1l,21290;29531
2,1.75l;1l,sin marca,formatos incompatibles,Jugo Guallarauco Naranja 0% Azúcar Añadida 1 L | Jugo Guallarauco Naranja 0% Azúcar Añadida 1.75 L,jugo_guallarauco_naranja_0_azucar_anadida,21341;21690
2,0.3l;1l,sin marca,formatos incompatibles,Jugo Fresco Naranja 300 ml | Jugo Fresco Naranja 1 L,jugo_fresco_naranja_sin_marca_general,21345;21541
2,0.35l;1l,sin marca,formatos incompatibles,Néctar Watt's Selección Papaya 1 L | Néctar Watt's Selección Papaya 350 ml,nectar_watt_s_seleccion_papaya_sin,21348;21615
2,1.5l;1.75l,sin marca,formatos incompatibles,Jugo Exprimido Watt's Naranja 1.5 L | Jugo Exprimido Watt's Naranja 1.75 L,jugo_exprimido_watt_s_naranja_sin,21350;21695
2,1.5l;1l,sin marca,formatos incompatibles,Jugo Guallarauco Naranja 1.5 L | Jugo Guallarauco Naranja 1 L,jugo_guallarauco_naranja_sin_marca_general,21354;22012
2,0.2l;1.5l,sin marca,formatos incompatibles,Jugo Guallarauco Mango 1.5 L | Jugo Guallarauco Mango 200 ml,jugo_guallarauco_mango_sin_marca_general,21363;21854
2,0.2l;1.5l,sin marca,formatos incompatibles,Néctar Watt's Damasco 1.5 L | Néctar Watt's Damasco 200 cc,nectar_watt_s_damasco_sin_marca,21376;22010
2,0.2l;1l,sin marca,formatos incompatibles,Jugo Natural Prensado Bless Element Manzana 1 L | Jugo Natural Prensado Bless Element Manzana 200 ml,jugo_prensado_bless_element_manzana_sin,21378;21472
2,0.2l;1l,sin marca,formatos incompatibles,Jugo Natural Prensado Bless Element Damasco Manzana 1 L | Jugo Natural Prensado Bless Element Damasco Manzana 200 ml,jugo_prensado_bless_element_damasco_manzana,21381;21505
3,1.6l;1l,sin marca,formatos incompatibles,Jugo Fresco Watt's Naranja 1.6 L | Jugo Fresco Watt's Naranja 1 L | Jugo Fresco Watt's Naranja Light 1 L,jugo_fresco_watt_s_naranja_sin,21384;21417;21780
2,0.2l;1l,sin marca,formatos incompatibles,Jugo Natural Prensado Bless Element Pera Manzana 1 L | Jugo Natural Prensado Bless Element Pera Manzana 200 ml,jugo_prensado_bless_element_pera_manzana,21388;21468
4,0.4l;1.5l;1l,sin marca,formatos incompatibles,Néctar del Valle Durazno 1.5 L | Néctar del Valle Durazno 400 cc | Néctar del Valle Durazno Light 1 L | Néctar del Valle Durazno 1 L,nectar_del_valle_durazno_sin_marca,21393;21668;21991;21992
2,0.35l;1l,sin marca,formatos incompatibles,Jugo Watt's Selección Mango Maracuyá 1 L | Jugo Watt's Selección Mango-Maracuyá 350 cc,jugo_watt_s_seleccion_mango_maracuya,21400;21488
3,0.4l;1.5l;1l,sin marca,formatos incompatibles,Néctar del Valle Piña 1.5 L | Néctar del Valle Piña 400 cc | Néctar del Valle Piña 1 L,nectar_del_valle_pina_sin_marca,21409;21594;21989
2,0.015kg;0.02kg,sin marca,formatos incompatibles,Jugo en Polvo Zuko Naranja Plátano 15 g | Jugo en Polvo Zuko Naranja Plátano 20 g,jugo_en_zuko_naranja_platano_sin,21422;21900
2,0.3l;1l,sin marca,formatos incompatibles,"Jugo Natural Prensado Bless 07 Maracuyá, Naranja, Piña, Manzana y Limón 1 L | Jugo Prensado Bless 07 Maracuyá, Naranja, Piña y Manzana 300 ml",jugo_prensado_bless_07_maracuya__naranja_,21435;21836
2,0.015kg;0.02kg,sin marca,formatos incompatibles,Jugo en Polvo Zuko Frambuesa 15 g | Jugo en Polvo Zuko Frambuesa 20 g,jugo_en_zuko_frambuesa_sin_marca,21440;21902
2,0.015kg;0.02kg,sin marca,formatos incompatibles,Jugo en Polvo Zuko Frutilla 15 g | Jugo en Polvo Zuko Frutilla 20 g,jugo_en_zuko_frutilla_sin_marca,21442;21905
2,0.015kg;0.02kg,sin marca,formatos incompatibles,Jugo en Polvo Zuko Piña 15 g | Jugo en Polvo Zuko Piña 20 g,jugo_en_zuko_pina_sin_marca,21444;21898
2,0.3l;1l,sin marca,formatos incompatibles,"Jugo Natural Prensado Bless 45 Pepino, Espirulina, Manzana, Piña, Jengibre y Limón 1 L | Jugo Prensado Bless 45 Pepino, Espirulina, Manzana, Piña y Jengibre 300 ml",jugo_prensado_bless_45_pepino__espirulina_,21459;21838
2,0.015kg;0.02kg,sin marca,formatos incompatibles,Jugo en Polvo Zuko Melón 15 g | Jugo en Polvo Zuko Melón 20 g,jugo_en_zuko_melon_sin_marca,21461;21899
2,0.3l;1l,sin marca,formatos incompatibles,Jugo Afe Manzana Verde 1 L | Jugo Afe Manzana Verde 300 cc,jugo_afe_manzana_verde_sin_marca,21474;21573
2,0.015kg;0.02kg,sin marca,formatos incompatibles,Jugo en Polvo Zuko Limón Dulce 15 g | Jugo en Polvo Zuko Limón Dulce 20 g,jugo_en_zuko_limon_dulce_sin,21485;21901
2,0.25l;3l,sin marca,formatos incompatibles,Jugo Sofruco Naranja 3 L | Jugo Sofruco Naranja 250 ml,jugo_sofruco_naranja_sin_marca_general,21486;21707
2,0.015kg;0.02kg,sin marca,formatos incompatibles,Jugo en Polvo Zuko Mango 15 g | Jugo en Polvo Zuko Mango 20 g,jugo_en_zuko_mango_sin_marca,21487;21903
2,0.015kg;0.02kg,sin marca,formatos incompatibles,Jugo en Polvo Zuko Naranja 15 g | Jugo en Polvo Zuko Naranja 20 g,jugo_en_zuko_naranja_sin_marca,21495;21897
2,0.015kg;0.02kg,sin marca,formatos incompatibles,Jugo en Polvo Zuko Durazno 15 g | Jugo en Polvo Zuko Durazno 20 g,jugo_en_zuko_durazno_sin_marca,21507;21896
2,1.5l;1.75l,sin marca,formatos incompatibles,Néctar Multi-Frutilla 1.5 L | Nectar Multi-Frutilla 1.75 L,nectar_multi_frutilla_sin_marca_general,21513;21976
2,0.025kg;0.02kg,sin marca,formatos incompatibles,Jugo en Polvo Sprim Frambuesa 20 g | Jugo en Polvo Sprim Frambuesa 25 g,jugo_en_sprim_frambuesa_sin_marca,21516;21850
2,0.015kg;0.02kg,sin marca,formatos incompatibles,Jugo en Polvo Zuko Huesillo 15 g | Jugo en Polvo Zuko Huesillo 20 g,jugo_en_zuko_huesillo_sin_marca,21527;21894
2,0.025kg;0.02kg,sin marca,formatos incompatibles,Jugo en Polvo Sprim Naranja 20 g | Jugo en Polvo Sprim Naranja 25 g,jugo_en_sprim_naranja_sin_marca,21528;21847
2,0.015kg;0.02kg,sin marca,formatos incompatibles,Jugo en Polvo Zuko Manzana 15 g | Jugo en Polvo Zuko Manzana 20 g,jugo_en_zuko_manzana_sin_marca,21532;21907
2,0.33l;1l,sin marca,formatos incompatibles,Jugo Orgánico Ama Manzana Ciruela 1 L | Jugo Orgánico Ama Manzana Ciruela 330 ml,jugo_organico_ama_manzana_ciruela_sin,21544;21703
3,0.2l;0.33l;1l,sin marca,formatos incompatibles,Jugo Orgánico Ama Manzana 1 L | Jugo Orgánico Ama Manzana 200 cc | Jugo Orgánico Ama Manzana 330 ml,jugo_organico_ama_manzana_sin_marca,21548;21621;21721
3,0.385l;1l;2l,sin marca,formatos incompatibles,Limonada Love Lemon Light 2 L | Limonada Love Lemon Light 1 L | Limonada Love Lemon Light 385 ml,limonada_love_lemon_sin_marca_light,21551;21730;21813
