cantidad_productos,formatos,marcas,motivos,muestra_nombres,producto_base,productos_ids
2,0.4kg;0.7kg,nesquik,formatos incompatibles,Saborizante para Leche Nesquik Chocolate 400 g | Saborizante para Leche Nesquik Chocolate 700 g,saborizante_para_leche_chocolate_nesquik_general,6310;6402
2,0.2l;1l,cuisine & co,formatos incompatibles,Pack 6 un. Leche Cuisine & Co Chocolate 1 L | Pack 6 un. Leche Cuisine & Co Chocolate 200 ml,pack_6_un__leche_chocolate_cuisine,6314;6521
2,0.23kg;0.4kg,nestle,formatos incompatibles,Saborizante para Leche Nestlé Cacao Endulzado 230 g | Saborizante para Leche Nestlé Cacao Endulzado 400 g,saborizante_para_leche_cacao_endulzado_nestle,6323;6403
2,0.115l;0.2l,sin marca,formatos incompatibles,Bebida Láctea Yogu Yogu Mora 200 ml | Bebida Láctea Yogu Yogu Mora 115 cc,bebida_lactea_yogu_mora_sin_marca,6341;6586
2,0.6kg;1.56kg,nido,formatos incompatibles,Fórmula Láctea Nido 1+ Sin Lactosa 1560 g | Fórmula Láctea Nido 1+ Sin Lactosa 600 g,formula_lactea_1_nido_sin_lactosa,6392;6594
2,0.115l;0.2l,sin marca,formatos incompatibles,Bebida Láctea Yogu Yogu Frutilla 200 ml | Bebida Láctea Yogu Yogu Frutilla 115 cc,bebida_lactea_yogu_frutilla_sin_marca,6420;6587
2,0.2kg;0.38kg,sin marca,formatos incompatibles,Saborizante Vivo Avena Chocolate 380 g | Saborizante Vivo Avena Chocolate 200 g,saborizante_vivo_avena_chocolate_sin_marca,6523;6524
2,0.2l;1l,sin marca,formatos incompatibles,Leche Semidescremada Chocolate Blanco 1 L | Leche Semidescremada Chocolate Blanco 200 ml,leche_chocolate_blanco_sin_marca_semidescremada,6529;6530
2,0.7kg;2.2kg,nido,formatos incompatibles,Fórmula Láctea Nido Etapa 1+ Bolsa 2.2 kg | Fórmula láctea nido etapa 1 bolsa 700 g,formula_lactea_etapa_1_bolsa_nido,6576;29322
2,0.115kg;0.9kg,danone,formatos incompatibles,Yogurt Batido Danone Light & Free Frutilla 115 g | Yogurt Batido Danone Light & Free Frutilla 900 g,yogurt_batido_free_frutilla_danone_light,6736;6762
2,0.12kg;0.155kg,soprole,formatos incompatibles,Yogurt Soprole Sin Azúcar Frutilla 120 g | Yogurt Soprole Sin Azúcar Frutilla 155 g,yogurt_sin_azucar_frutilla_soprole_general,6748;6891
2,0.12kg;0.155kg,soprole,formatos incompatibles,Yogurt Soprole Sin Azúcar Vainilla 120 g | Yogurt Soprole Sin Azúcar Vainilla 155 g,yogurt_sin_azucar_vainilla_soprole_general,6752;6856
2,0.115kg;0.9kg,danone,formatos incompatibles,Yogurt Batido Danone Light & Free Vainilla 115 g | Yogurt Batido Danone Light & Free Vainilla 900 g,yogurt_batido_free_vainilla_danone_light,6766;6802
2,0.125kg;0.12kg,colun,formatos incompatibles,Pack 12 un. Yogurt Batido Colun 125 g | Pack 12 un. Yogurt Batido Colun Light 120 g,pack_12_un__yogurt_batido_colun,6780;6896
2,0.12kg;0.15kg,colun,formatos incompatibles,Yogurt Colun Sin Azúcar Frutilla 120 g | Yogurt Colun Sin Azúcar Frutilla 150 g,yogurt_sin_azucar_frutilla_colun_general,6811;6990
2,0.12kg;0.15kg,colun,formatos incompatibles,Yogurt Colun Sin Azúcar Chirimoya 120 g | Yogurt Colun Sin Azúcar Chirimoya 150 g,yogurt_sin_azucar_chirimoya_colun_general,6812;6951
2,0.15kg;0.19kg,colun,formatos incompatibles,Yogurt Colun Protein Plus Frutilla 150 g | Yogurt Colun Protein Plus Frutilla 190 g,yogurt_protein_plus_frutilla_colun_general,6828;6866
3,0.14kg,colun;soprole,marcas distintas,Pack 5 un. Yogurt con Cereal Soprole 1+1 Zucaritas + Choco Krispis 140 g | Pack 5 un. Yogurt con Cereal Soprole 1+1 Zucaritas + Mini Cookies 140 g | Pack 5 un. Yogurt con Cereal Colun Yogu Mix 140 g,pack_5_un__yogurt_con_cereal,6834;6935;6936
2,0.11kg;0.8kg,sin marca,formatos incompatibles,Yogurt Griego Sin Azúcar con Trozos de Papaya Pote 110 g | Yogurt Griego Sin Azúcar con Trozos de Papaya Pote 800 g,yogurt_griego_azucar_con_trozos_papaya,6847;6999
2,0.11kg;0.8kg,sin marca,formatos incompatibles,Yogurt Griego Sin Azúcar con Trozos de Frutilla Pote 110 g | Yogurt Griego Sin Azúcar con Trozos de Frutilla Pote 800 g,yogurt_griego_azucar_con_trozos_frutilla,6862;6980
2,0.11kg;0.8kg,sin marca,formatos incompatibles,Yogurt Griego Sin Azúcar con Trozos de Berries Pote 110 g | Yogurt Griego Sin Azúcar con Trozos de Berries Pote 800 g,yogurt_griego_azucar_con_trozos_berries,6867;6933
2,0.12kg;0.155kg,soprole,formatos incompatibles,Yogurt Kéfir Soprole Batido Berries 120 g | Yogurt Kéfir Soprole Batido Berries 155 g,yogurt_kefir_batido_berries_soprole_general,6870;7021
2,0.13kg;0.14kg,loncoleche,formatos incompatibles,Yogurt Vegetal Loncoleche Soya Trozos Mango Maracuyá 130 g | Yogurt Vegetal Loncoleche Soya Trozos Mango Maracuyá 140 g,yogurt_vegetal_soya_trozos_mango_maracuya,6949;7070
2,0.13kg;0.14kg,loncoleche,formatos incompatibles,Yogurt Vegetal Loncoleche Soya Trozos Frutilla 130 g | Yogurt Vegetal Loncoleche Soya Trozos Frutilla 140 g,yogurt_vegetal_soya_trozos_frutilla_loncoleche,6958;7069
3,0.25kg;0.416kg;0.5kg,sin marca,formatos incompatibles,Queso Mantecoso Quilque Envasado Laminado 500 g | Queso Mantecoso Quilque Envasado Laminado 250 g | Queso Mantecoso Quilque Envasado Laminado 416 g,queso_mantecoso_quilque_envasado_laminado_sin,7120;7131;7173
4,0.35kg;0.3kg;0.45kg,sin marca,formatos incompatibles,Queso Mantecoso Las Parcelas de Valdivia Trozo Granel | Queso mantecoso las parcelas de valdivia trozo granel 300 g | Queso mantecoso las parcelas de valdivia trozo 450 g | Queso mantecoso las parcelas de valdivia trozo 350 g,queso_mantecoso_las_parcelas_valdivia_trozo,7121;29860;29886;29948
2,0.25kg;0.5kg,soprole,formatos incompatibles,Queso Gauda Soprole Envasado Laminado 500 g | Queso Gauda Soprole Envasado Laminado 250 g,queso_gauda_envasado_laminado_soprole_general,7127;7202
2,0.04kg;0.08kg,cuisine & co,formatos incompatibles,Queso Parmesano Cuisine & Co Envasado Rallado 40 g | Queso Parmesano Cuisine & Co Envasado Rallado 80 g,queso_parmesano_envasado_rallado_cuisine_co,7132;7160
6,0.15kg;0.25kg;0.5kg,sin marca,formatos incompatibles,Queso Mantecoso Río Bueno Laminado 500 g | Queso Mantecoso Río Bueno Laminado 150 g | Queso Mantecoso Río Bueno Laminado 250 g | Queso mantecoso río bueno laminado 500 g | Queso mantecoso río bueno laminado 250 g,queso_mantecoso_rio_bueno_laminado_sin,7133;7196;7223;29849;29942;29961
4,0.35kg;0.45kg;0.47kg,sin marca,formatos incompatibles,Queso Mantecoso Las Parcelas de Valdivia Envasado Laminado 470 g | Queso Mantecoso Las Parcelas de Valdivia Envasado Trozo 350 g | Queso Mantecoso Las Parcelas de Valdivia Envasado Trozo 450 g | Queso Mantecoso Las Parcelas de Valdivia Envasado Laminado 350 g,queso_mantecoso_las_parcelas_valdivia_envasado,7134;7149;7166;7199
2,0.25kg;0.5kg,soprole,formatos incompatibles,Queso Rodda Soprole Envasado Laminado 500 g | Queso Rodda Soprole Envasado Laminado 250 g,queso_rodda_envasado_laminado_soprole_general,7135;7158
2,0.125kg;0.1kg,sin marca,formatos incompatibles,Queso Azul Ile de France Envasado Trozo 125 g | Queso Azul Ile De France Envasado Trozo 100 g,queso_azul_ile_france_envasado_trozo,7137;7702
3,0.15kg;0.25kg;0.5kg,colun,formatos incompatibles,Queso Gauda Ranco Colun Laminado 500 g | Queso Gauda Ranco Colun Laminado 150 g | Queso Gauda Ranco Colun Laminado 250 g,queso_gauda_ranco_laminado_colun_general,7138;7226;7269
2,0.25kg;0.5kg,cuisine & co,formatos incompatibles,Queso Gauda Cuisine & Co Envasado Laminado 250 g | Queso Gauda Cuisine & Co Envasado Laminado 500 g,queso_gauda_envasado_laminado_cuisine_co,7139;7151
2,0.25kg;0.5kg,sin marca,formatos incompatibles,Queso Mantecoso Matthei Envasado Laminado 250 g | Queso Mantecoso Matthei Envasado Laminado 500 g,queso_mantecoso_matthei_envasado_laminado_sin,7140;7157
2,0.25kg;0.5kg,cuisine & co,formatos incompatibles,Queso Mantecoso Cuisine & Co Laminado 500 g | Queso Mantecoso Cuisine & Co Laminado 250 g,queso_mantecoso_laminado_cuisine_co_general,7143;7174
2,0.2kg;0.4kg,cuisine & co,formatos incompatibles,Queso Gouda Cuisine & Co Laminado Sin Lactosa 400 g | Queso Gouda Cuisine & Co Laminado Sin Lactosa 200 g,queso_gouda_laminado_cuisine_co_sin,7144;7170
2,0.233kg;0.434kg,sin marca,formatos incompatibles,Queso Chanco Las Parcelas de Valdivia Envasado Laminado 434 g | Queso Chanco Las Parcelas de Valdivia Envasado Laminado 233 g,queso_chanco_las_parcelas_valdivia_envasado,7145;7176
2,0.2kg;0.4kg,quillayes,formatos incompatibles,Queso Mozzarella Quillayes Envasado Granulado 200 g | Queso Mozzarella Quillayes Envasado Granulado 400 g,queso_mozzarella_envasado_granulado_quillayes_general,7147;7250
3,0.15kg;0.25kg;0.5kg,quillayes,formatos incompatibles,Queso Chanco Quillayes Envasado Laminado 250 g | Queso Chanco Quillayes Envasado Laminado 500 g | Queso Chanco Quillayes Envasado Laminado 150 g,queso_chanco_envasado_laminado_quillayes_general,7150;7254;7481
2,0.04kg;0.08kg,colun,formatos incompatibles,Queso Parmesano Colun Envasado Rallado 80 g | Queso Parmesano Colun Envasado Rallado 40 g,queso_parmesano_envasado_rallado_colun_general,7153;7242
2,0.25kg;0.5kg,quillayes,formatos incompatibles,Queso Mantecoso Quillayes Envasado Laminado 500 g | Queso Mantecoso Quillayes Envasado Laminado 250 g,queso_mantecoso_envasado_laminado_quillayes_general,7154;7302
4,0.25kg;0.2kg;0.405kg;0.55kg,quillayes,formatos incompatibles,Tabla de Queso Quillayes Envasado Trozo 200 g | Tabla de Queso Quillayes Envasado Trozo 550 g | Tabla de Queso Quillayes Envasado Trozo 405 g | Tabla de Queso Quillayes Envasado Trozo 250 g,tabla_queso_envasado_trozo_quillayes_general,7159;7177;7216;7626
2,0.15kg;0.18kg,sin marca,formatos incompatibles,Queso Crema Philadelphia Envasado 150 g | Queso Crema Philadelphia Envasado 180 g,queso_crema_philadelphia_envasado_sin_marca,7180;7259
2,0.125kg;0.2kg,sin marca,formatos incompatibles,Queso Grana Padano Latteria Soresina Envasado Trozo 125 g | Queso Grana Padano Latteria Soresina Envasado Trozo 200 g,queso_grana_padano_latteria_soresina_envasado,7185;7261
5,0.25kg;0.46kg;0.47kg;0.54kg;0.5kg,sin marca,formatos incompatibles,Tabla de Queso Santa Rosa Envasado Trozo 250 g | Tabla de Queso Santa Rosa Envasado Trozo 500 g | Tabla de Queso Santa Rosa Envasado Trozo 470 g | Tabla de Queso Santa Rosa Envasado Trozo 460 g | Tabla de Queso Santa Rosa Envasado Trozo 540 g,tabla_queso_santa_rosa_envasado_trozo,7212;7241;7249;7717;7718
2,0.25kg;0.4kg,sin marca,formatos incompatibles,Queso Mantecoso Huilco Envasado Laminado 400 g | Queso Mantecoso Huilco Envasado Laminado 250 g,queso_mantecoso_huilco_envasado_laminado_sin,7213;7909
2,0.25kg;0.5kg,sin marca,formatos incompatibles,Queso Mantecoso Matthei Envasado Trozo 250 g | Queso Mantecoso Matthei Envasado Trozo 500 g,queso_mantecoso_matthei_envasado_trozo_sin,7224;7257
2,0.04kg;0.1kg,quillayes,formatos incompatibles,Queso Parmesano Quillayes Envasado Rallado 100 g | Queso Parmesano Quillayes Envasado Rallado 40 g,queso_parmesano_envasado_rallado_quillayes_general,7229;7295
3,0.075kg;0.13kg,sin marca,formatos incompatibles,Queso Cheddar Kraft Laminado 130 g | Queso Cheddar Kraft Laminado 75 g | Queso cheddar kraft laminado 75 g,queso_cheddar_kraft_laminado_sin_marca,7233;7547;29905
2,0.125kg;0.1kg,sin marca,formatos incompatibles,Queso Azul Santa Rosa Envasado Trozo 100 g | Queso Azul Santa Rosa Envasado Trozo 125 g,queso_azul_santa_rosa_envasado_trozo,7235;7598
2,0.35kg;0.5kg,sin marca,formatos incompatibles,Queso Mantecoso Los Criadores Envasado Laminado 350 g | Queso Mantecoso Los Criadores Envasado Laminado 500 g,queso_mantecoso_los_criadores_envasado_laminado,7236;7555
4,0.2kg;0.4kg,surlat,formatos incompatibles,Queso Mantecoso Laminado Sin Lactosa Surlat 400 g | Queso Mantecoso Surlat Sin Lactosa Laminado 200 g | Queso mantecoso surlat laminado sin lactosa 400 g | Queso mantecoso surlat laminado sin lactosa 200 g,queso_mantecoso_laminado_surlat_sin_lactosa,7253;7324;29968;30028
2,0.12kg;0.15kg,sin marca,formatos incompatibles,Queso Emmental Président Envasado Laminado 120 g | Queso Emmental Président Envasado Laminado 150 g,queso_emmental_president_envasado_laminado_sin,7256;7577
2,0.04kg;0.08kg,soprole,formatos incompatibles,Queso Parmesano Soprole Envasado Rallado 40 g | Queso Parmesano Soprole Envasado Rallado 80 g,queso_parmesano_envasado_rallado_soprole_general,7265;7445
2,0.35kg;0.3kg,sin marca,formatos incompatibles,Queso Mantecoso Los Criadores Envasado Trozo 350 g | Queso Mantecoso Los Criadores Envasado Trozo 300 g,queso_mantecoso_los_criadores_envasado_trozo,7274;7875
2,0.35kg;0.4kg,sin marca,formatos incompatibles,Queso Mantecoso Quilque Envasado Trozo 350 g | Queso Mantecoso Quilque Envasado Trozo 400 g,queso_mantecoso_quilque_envasado_trozo_sin,7277;7873
2,0.2kg;0.43kg,sin marca,formatos incompatibles,Queso Feta Arla Envasado Trozo 200 g | Queso Feta Arla Envasado Trozo 430 g,queso_feta_arla_envasado_trozo_sin,7281;7371
2,0.35kg;0.5kg,sin marca,formatos incompatibles,Queso Mantecoso Huentelauquen Trozo 500 g | Queso mantecoso huentelauquén trozo 350 g,queso_mantecoso_huentelauquen_trozo_sin_marca,7286;30027
3,0.2kg;0.4kg,surlat,formatos incompatibles,Queso Gouda Surlat Sin Lactosa Laminado 200 g | Queso Gouda Laminado Sin Lactosa Surlat 400 g | Queso gouda surlat laminado sin lactosa 200 g,queso_gouda_laminado_surlat_sin_lactosa,7290;7495;29883
3,0.35kg;0.55kg;0.6kg,sin marca,formatos incompatibles,Queso Mantecoso Runca Envasado Trozo 550 g | Queso Mantecoso Runca Envasado Trozo 350 g | Queso Mantecoso Runca Envasado Trozo 600 g,queso_mantecoso_runca_envasado_trozo_sin,7293;7483;7895
2,0.2kg;0.5kg,quillayes,formatos incompatibles,Queso Ricotta Quillayes Envasado Pote 200 g | Queso Ricotta Quillayes Envasado Pote 500 g,queso_ricotta_envasado_pote_quillayes_general,7308;7444
2,0.3kg;0.5kg,sin marca,formatos incompatibles,Queso Mantecoso Las Aguilas Envasado Granulado 300 g | Queso Mantecoso Las Aguilas Envasado Granulado 500 g,queso_mantecoso_las_aguilas_envasado_granulado,7326;7496
2,0.25kg;0.4kg,sin marca,formatos incompatibles,Queso Gauda Huilco Envasado Laminado 400 g | Queso Gauda Huilco Envasado Laminado 250 g,queso_gauda_huilco_envasado_laminado_sin,7330;7897
2,0.25kg;0.5kg,san ignacio,formatos incompatibles,Queso Mantecoso San Ignacio Envasado Laminado 500 g | Queso Mantecoso San Ignacio Envasado Laminado 250 g,queso_mantecoso_envasado_laminado_san_ignacio,7341;7425
2,0.085kg;0.227kg,sin marca,formatos incompatibles,Queso Rallado Kraft Shaker 85 g | Queso Rallado Kraft Shaker 227 g,queso_rallado_kraft_shaker_sin_marca,7342;7447
2,0.3kg;0.5kg,sin marca,formatos incompatibles,Tabla de Queso Pahuilmo Mantecoso 500 g | Tabla de Queso Pahuilmo Mantecoso 300 g,tabla_queso_pahuilmo_mantecoso_sin_marca,7345;7868
2,0.125kg;0.14kg,sin marca,formatos incompatibles,Queso Brie Los Tilos Envasado Trozo 140 g | Queso Brie Los Tilos Envasado Trozo 125 g,queso_brie_los_tilos_envasado_trozo,7359;7377
3,0.15kg;0.26kg;0.4kg,sin marca,formatos incompatibles,Queso Provoleta Santa Rosa Envasado Trozo 260 g | Queso Provoleta Santa Rosa Envasado Trozo 400 g | Queso Provoleta Santa Rosa Envasado Trozo 150 g,queso_provoleta_santa_rosa_envasado_trozo,7368;7629;7733
2,0.15kg;0.227kg,calo,formatos incompatibles,Queso Crema Santa Rosa Reducido en Calorías Pote 150 g | Queso Crema Santa Rosa Reducido en Calorías Envasado 227 g,queso_crema_santa_rosa_reducido_en,7370;7687
2,0.04kg;0.227kg,sin marca,formatos incompatibles,Queso Parmesano Rallado Doña Paula 40 g | Queso Parmesano Rallado Doña Paula 227 g,queso_parmesano_rallado_dona_paula_sin,7374;7493
2,0.25kg;0.5kg,sin marca,formatos incompatibles,Tabla de Quesos Los Tilos 500 g | Tabla de Quesos Los Tilos 250 g,tabla_quesos_los_tilos_sin_marca,7393;7443
2,0.125kg;0.14kg,sin marca,formatos incompatibles,Queso Brie Santa Rosa Envasado Trozo 125 g | Queso Brie Santa Rosa Envasado Trozo 140 g,queso_brie_santa_rosa_envasado_trozo,7410;7692
2,0.233kg;0.467kg,calo,formatos incompatibles,Queso Gauda Calo Envasado Laminado 467 g | Queso Gauda Calo Envasado Laminado 233 g,queso_gauda_envasado_laminado_calo_general,7420;7517
4,0.25kg;0.35kg;0.4kg,sin marca,formatos incompatibles,Queso Mantecoso Río Bueno Trozo 250 g | Queso Mantecoso Río Bueno Trozo 400 g | Queso Mantecoso Río Bueno Trozo 350 g | Queso mantecoso río bueno trozo 250 g,queso_mantecoso_rio_bueno_trozo_sin,7422;7463;7714;30011
2,0.24kg;0.5kg,sin marca,formatos incompatibles,Queso Mantecoso San Benito Envasado Laminado 500 g | Queso Mantecoso San Benito Envasado Laminado 240 g,queso_mantecoso_san_benito_envasado_laminado,7435;7569
2,0.22kg;0.47kg,sin marca,formatos incompatibles,Queso Mantecoso Runca Valdivia Laminado 470 g | Queso Mantecoso Runca Valdivia Laminado 220 g,queso_mantecoso_runca_valdivia_laminado_sin,7446;7464
2,0.15kg;0.25kg,sin marca,formatos incompatibles,Queso Mozzarella Los Tilos Envasado Trozo 150 g | Queso Mozzarella Los Tilos Envasado Trozo 250 g,queso_mozzarella_los_tilos_envasado_trozo,7454;7587
2,0.15kg;0.2kg,sin marca,formatos incompatibles,Queso Cabra Orégano Callaqui Envasado Trozo 200 g | Queso Cabra Orégano Callaqui Envasado Trozo 150 g,queso_cabra_oregano_callaqui_envasado_trozo,7468;7526
3,0.195kg;0.25kg,sin marca,formatos incompatibles,Queso Fresco Light Santa Rosa Envasado Trozo 250 g | Queso Fresco Light Santa Rosa Envasado Trozo 195 g | Queso Fresco Santa Rosa Envasado Trozo 195 g,queso_fresco_santa_rosa_envasado_trozo,7472;7502;7701
2,0.22kg;0.2kg,sin marca,formatos incompatibles,Queso Comté Président Le Montarlier 200 g | Queso Comté Président Le Montarlier 220 g,queso_comte_president_le_montarlier_sin,7478;7756
2,0.2kg;0.5kg,sin marca,formatos incompatibles,Queso Ricotta Villa Baviera Envasado Pote 200 g | Queso Ricotta Villa Baviera Envasado Pote 500 g,queso_ricotta_villa_baviera_envasado_pote,7484;7485
2,0.349kg;0.34kg,sin marca,formatos incompatibles,Tofu Morinaga Envasado Trozo 349 g | Tofu Morinaga Envasado Trozo 340 g,tofu_morinaga_envasado_trozo_sin_marca,7506;7680
2,0.25kg;0.5kg,cuisine & co,formatos incompatibles,Queso Gauda Cuisine & Co Sin Lactosa Laminado 500 g | Queso Gauda Cuisine & Co Sin Lactosa Laminado 250 g,queso_gauda_laminado_cuisine_co_sin,7512;7542
2,0.2kg;0.5kg,sin marca,formatos incompatibles,Pasta de Yogurt San Benito Yogourmet 200 g | Pasta de Yogurt San Benito Yogourmet 500 g,pasta_yogurt_san_benito_yogourmet_sin,7513;7672
2,0.2kg;0.4kg,cuisine & co,formatos incompatibles,Queso Mantecoso Cuisine & Co Envasado Granulado 400 g | Queso Mantecoso Cuisine & Co Envasado Granulado 200 g,queso_mantecoso_envasado_granulado_cuisine_co,7516;7572
2,0.125kg;0.25kg,sin marca,formatos incompatibles,Queso Mozzarella Di Bufala Envasado Pote 250 g | Queso Mozzarella Di Bufala Envasado Pote 125 g,queso_mozzarella_di_bufala_envasado_pote,7602;7612
2,0.235kg;0.42kg,sin marca,formatos incompatibles,Queso Crema Kastanon Kochkäse 420 g | Queso Crema Kastanon Kochkäse 235 g,queso_crema_kastanon_kochkase_sin_marca,7605;7761
2,0.2kg;0.35kg,sin marca,formatos incompatibles,Queso Mozzarella Di Bufala Bufalina Envasado 350 g | Queso Mozzarella Di Bufala Bufalina Envasado Pote 200 g,queso_mozzarella_di_bufala_bufalina_envasado,7618;7777
2,0.24kg;0.5kg,sin marca,formatos incompatibles,Queso Chanco Tinguiririca Envasado Laminado 240 g | Queso Chanco Tinguiririca Envasado Laminado 500 g,queso_chanco_tinguiririca_envasado_laminado_sin,7637;7716
2,0.08kg;0.17kg,sin marca,formatos incompatibles,Queso Cabra Affine Envasado 170 g | Queso Cabra Affine Envasado 80 g,queso_cabra_affine_envasado_sin_marca,7649;7833
2,0.2kg;0.36kg,sin marca,formatos incompatibles,Quesillo Lauca Envasado 200 g | Quesillo Lauca Envasado 360 g,quesillo_lauca_envasado_sin_marca_general,7667;7668
2,0.15kg;1kg,sin marca,formatos incompatibles,Queso gauda laminado 1 kg | Queso Gauda Laminado 150 g,queso_gauda_laminado_sin_marca_general,7684;7912
2,0.25kg;0.5kg,surlat,formatos incompatibles,Queso Gauda Sin Lactosa Surlat Envasado Laminado 250 g | Queso Gauda Sin Lactosa Surlat Envasado Laminado 500 g,queso_gauda_envasado_laminado_surlat_sin,7696;7699
2,0.25kg;0.5kg,sin marca,formatos incompatibles,Queso Mantecoso Runca Envasado Laminado 500 g | Queso Mantecoso Runca Envasado Laminado 250 g,queso_mantecoso_runca_envasado_laminado_sin,7763;7765
2,0.25kg;0.5kg,surlat,formatos incompatibles,Queso Mantecoso Sin Lactosa Surlat Envasado Laminado 500 g | Queso Mantecoso Sin Lactosa Surlat Envasado Laminado 250 g,queso_mantecoso_envasado_laminado_surlat_sin,7768;7769
2,0.25kg;0.45kg,sin marca,formatos incompatibles,Queso Gouda Campina Laminado 450 g | Queso Gouda Campina Laminado 250 g,queso_gouda_campina_laminado_sin_marca,7790;7791
2,0.25kg;0.5kg,sin marca,formatos incompatibles,Queso Chanco Don Ricardo Envasado Laminado 250 g | Queso Chanco Don Ricardo Envasado Laminado 500 g,queso_chanco_don_ricardo_envasado_laminado,7793;7799
2,0.18kg;0.28kg,sin marca,formatos incompatibles,Queso Ahumado Puerto Octay Envasado Trozo 180 g | Queso Ahumado Puerto Octay Envasado Trozo 280 g,queso_ahumado_puerto_octay_envasado_trozo,7809;7822
2,0.25kg;0.5kg,cuisine & co,formatos incompatibles,Queso Mantecoso Cuisine & Co Granulado 500 g | Queso Mantecoso Cuisine & Co Granulado 250 g,queso_mantecoso_granulado_cuisine_co_general,7823;7824
2,0.4kg;0.5kg,sin marca,formatos incompatibles,Queso Mantecoso Huilco Laminado 500 g | Queso mantecoso huilco laminado 400 g,queso_mantecoso_huilco_laminado_sin_marca,7825;29880
2,0.25kg;0.5kg,cuisine & co,formatos incompatibles,Queso Mantecoso Cuisine & Co Envasado Laminado 250 g | Queso Mantecoso Cuisine & Co Envasado Laminado 500 g,queso_mantecoso_envasado_laminado_cuisine_co,7836;7837
2,0.125kg;0.25kg,cuisine & co,formatos incompatibles,Mantequilla Cuisine & Co con Sal 250 g | Mantequilla con Sal Cuisine & Co 125g,mantequilla_con_sal_cuisine_co_general,7927;7942
2,0.5kg;1kg,sin marca,formatos incompatibles,Margarina Qualy con Sal 500 g | Margarina Qualy con Sal 1 kg,margarina_qualy_con_sal_sin_marca,7975;8011
4,0.245kg;0.485kg;1kg;3kg,sin marca,formatos incompatibles,Pasta de Mani King 245 g | Pasta de Maní Natural King 485 g | Pasta de Maní King 1 kg | Pasta de Maní King 3 kg,pasta_mani_king_sin_marca_general,7989;8419;8707;10277
2,0.2l;1l,soprole,formatos incompatibles,Crema de Leche Soprole Natural Larga Vida 1 L | Crema de leche soprole natural larga vida 200 ml,crema_leche_larga_vida_soprole_general,8050;29546
2,0.16kg;0.435kg,sin marca,formatos incompatibles,Crema para Café Coffe Mate Original 435 g | Crema para Café Coffe Mate Original 160 g,crema_para_cafe_coffe_mate_original,8122;8396
9,0.025l;0.05l,sin marca,formatos incompatibles,Crema Facial Día L’Oréal Revitalift FPS 30 - 50 ml | Crema Facial Día L’Oréal Revitalift Ácido Hialurónico 50 ml | Crema Facial Día L’Oréal Revitalift Láser Triple Acción Antiedad FPS 25 50 ml | Crema Facial Día L’Oréal Revitalift Retinol FPS 17 - 50 ml | Crema Facial Día L’Oréal Revitalift Filler 50 ml,crema_facial_dia_l_oreal_revitalift,8149;8346;8368;8374;10251;10257;10258;10259;10260
4,0.12kg;0.13kg,sin marca,formatos incompatibles,Postre Chandelle Crema Sabor Chocolate 120 g | Postre Chandelle Crema Sin Lactosa Sabor Chocolate 120 g | Postre Chandelle Crema Sabor Chocolate 130 g | Postre Chandelle Crema Sin Lactosa Sabor Chocolate 130 g,postre_chandelle_crema_sabor_chocolate_sin,8152;8572;8684;8706
3,0.45kg;0.75kg;1kg,sin marca,formatos incompatibles,Crema de Avellana Nutella Alemana 450 g | Crema de Avellana Nutella Alemana 750 g | Crema de Avellana Nutella Alemana 1 kg,crema_avellana_nutella_alemana_sin_marca,8170;8246;8481
2,0.4l;0.6l,sin marca,formatos incompatibles,Crema Cuerpo Vaseline Cocoa Glow 400 ml | Crema Cuerpo Vaseline Cocoa Glow 600 ml,crema_cuerpo_vaseline_cocoa_glow_sin,8175;9020
3,0.25l;0.4l;1l,sin marca,formatos incompatibles,Crema Corporal Nivea Hidratación Express 1000 ml | Crema Corporal Nivea Hidratación Express 250 ml | Crema Corporal Nivea Hidratación Express 400 ml,crema_corporal_nivea_hidratacion_express_sin,8179;9414;9431
2,0.05kg;0.07kg,sin marca,formatos incompatibles,Crema de Manos Pielarmina Maqui 70 g | Crema de Manos Pielarmina Maqui 50 g,crema_manos_pielarmina_maqui_sin_marca,8182;10060
2,0.4l;0.75l,sin marca,formatos incompatibles,Crema Corporal Simond's Dermocream Úrea 10% 750 ml | Crema Corporal Simond's Dermocream Urea 10% 400 ml,crema_corporal_simond_s_dermocream_urea,8184;8325
2,0.385l;1l,sin marca,formatos incompatibles,Crema Corporal Umai Humectación Intensa Frasco 1 L | Crema Corporal Umai Humectación Intensa Frasco 385 ml,crema_corporal_umai_humectacion_intensa_frasco,8191;9407
3,0.05kg;0.07kg;0.08kg,sin marca,formatos incompatibles,Crema de Manos Pielarmina Castaña 50 g | Crema de Manos Pielarmina Castaña 70 g | Crema de Manos Pielarmina Castaña 80 g,crema_manos_pielarmina_castana_sin_marca,8197;8287;10225
2,0.25kg;0.8kg,cuisine & co,formatos incompatibles,Puré de Papas Instantáneo Cuisine & Co 250 g | Puré de Papas Instantáneo Cuisine & Co 800 g,pure_papas_instantaneo_cuisine_co_general,8221;8299
3,0.024kg;0.025kg,sin marca,formatos incompatibles,Base Maggi Jugoso Al Horno Pollo Finas Hierbas 24 g | Base Maggi Jugoso Al Horno Pollo Mediterráneo 25 g | Base Maggi Jugoso Al Horno Pollo Al Limón 24G,base_maggi_jugoso_al_horno_pollo,8231;8233;10190
